"",EC1,EC2,EC3,EC4,EC5,HAART,AI1,CI,AI2
1952,0.144185575408885,-2.46300705742996,-0.670236024081408,-0.232936605013986,0.0765007699533147,-0.204466907896745,-0.34625092386872,0.279175816413156,0.1840346740826
1788,0.513978317052093,-0.845805615310932,-0.623434169329588,0.193365402359593,0.0523164202772462,0.838782577286124,-0.5671238858779,-0.479730393828271,-0.795667117867494
27131,1.32773418057371,-0.394650488796478,0.296651126077291,0.186410393963274,0.172503862664479,0.145861295476251,0.110477593054608,-0.0134072409030015,0.0729816826342002
3002,-0.326278686423416,1.49495833761254,1.02138732697364,0.68140434075224,0.431668493335921,0.261174069846072,-1.35125651209986,-0.998148837402503,-3.11039821050348
6222,-1.08200675539708,1.35768617497354,1.38056801430443,0.564420921760037,0.762918893368029,-0.263033645468438,-0.696511871777405,-0.58229178174075,-0.234226240598774
9045,-1.32565877362837,1.35147379334923,1.16757340332286,0.814876028697542,0.627607058741011,-0.376105287010683,0.0260649742306658,-0.124270044006531,0.349502047137291
51176,-1.44739411970364,0.449327482697528,0.150034156853568,0.00592095939956572,-0.507876889231643,-0.8778560071664,-0.425683404782545,-0.200945090947986,0.694356254947435
57472,0.805766754211298,-2.33256936243498,-0.909484041296333,-0.252528487196742,0.177364815091835,0.671008545938696,-0.0448804416789521,-0.38877234712548,-0.135545788349551
26051,0.188863558267729,1.89217185878081,1.39113140201519,0.745605445932979,0.47072214389973,-0.322525105609234,0.0715319050224768,-0.414747349005685,-0.255659632065023
2778,-1.28421340669247,1.39822098911716,1.19296738550268,0.708918725922366,0.614205009221111,-0.66158852266152,-0.652691585115476,-0.833442479576456,-1.01503911420399
79026,-1.18439976556523,0.550940557080034,0.316091736703715,-0.175170983965677,-0.0273991626774963,0.31500463431094,0.25907489821866,0.352291845114682,-0.0538120111620231
1236,-0.135342083296749,0.890514857308684,-0.210021987607628,-0.262648479095924,-0.696776880069626,-0.908915894855179,0.727494112580262,0.10464189951366,-0.173693132073525
5155,0.557446932073601,-1.43416711598742,-0.636831304791118,-0.0452144831152808,0.17750347495619,0.62949788017505,0.146921821331766,0.452419316549863,0.67487229748481
3614,0.73396942285615,-2.1438266088484,-1.05362570321492,-0.559472801461153,-0.16134640917431,0.395028696502559,0.468995192523408,-0.242419899669487,0.164730973738983
10521,-1.53919056869387,0.420412085971174,0.361476349880554,0.190692078392502,0.124976834696826,-0.0156454581369836,-0.312924647907048,-0.181892319931894,0.294937795184149
1316,-0.790693548688807,1.31511248617433,0.931210031155183,0.344961196526138,0.556450958433884,-1.40676122287616,0.176534555042616,-0.00107973190916422,0.819137377704683
8487,0.251174578359858,-0.793610255989099,-0.855621516879821,-0.0706086769193863,-0.274766993265908,0.50976989736108,-0.184224970851011,-0.27944078977495,-0.33982941259316
6203,-1.06473799611969,1.42408794293207,1.27193845102795,0.589942050441409,0.665994109475162,-0.387148201791625,0.37390143561518,-0.00324210198787966,1.20020704368235
120,-1.52973768030404,0.932670769458715,0.688644657004589,0.55543979343431,0.315028513838941,-0.353266000637834,0.155004888438439,0.27909052727232,0.212927903583317
5698,-0.635860978311149,0.627763583651491,0.834377545847086,0.492079345361298,0.63840170629345,0.308930478054585,-0.26992940161843,0.00548182130850883,-0.027801415586973
1195,-1.03715389921446,1.69906086777336,1.1857546068928,1.01607564930762,0.658611990592808,-1.07323206983605,-0.915396256450458,-0.643670970000484,-1.25132162067903
5551,-0.875525970842082,1.27677683286536,1.15608360007335,0.663935502701094,0.610150768101436,0.84122816186261,-0.994825712422615,-0.996844458195122,-1.29569037824434
4689,0.477292881521905,-1.83056182774521,-1.26276239452969,0.371373802677637,0.0378118083317078,0.192814799823371,-0.725592638763615,-0.549493237286624,-1.13603837639029
6133,-1.1536776782753,1.32647084292681,1.31141127054715,0.86294784644539,0.626547671625788,-0.485323737597406,-0.319850216689039,-0.54082465184214,-0.629323348892225
3105,0.208778522458526,1.67111886167246,1.01860740565972,0.876299837423328,0.38342769627775,0.447584252129632,-0.753225291547732,-0.534649025874009,-0.408733514083565
80148,0.297358878258847,2.25821118411832,0.976930076704181,0.774398956849358,0.107352727543393,-0.135552013409853,0.253411511521316,-0.0654595711909805,-0.136680342729003
2581,0.547946015456958,-2.19011123061201,-0.667237636157138,-0.186098501842409,0.00616652461190981,0.341845822882272,-0.298198078972348,-0.543362061167745,-0.227735189546292
5295,-0.23707065911582,1.31243946703393,1.01690848623092,0.332213153980068,-0.0306947179305945,-0.493736112834545,0.254419870141239,0.380204313720419,0.66461408284615
6194,-0.902029315386683,1.3082773518615,1.38039396567321,0.888887487325238,0.829096416045928,-0.164441108152378,0.455634725769382,-0.0897201946085371,-0.726720713651154
26986,-0.97606718449008,1.25691485567002,1.06006176722227,0.392647225290659,0.366770350394567,-0.844098355348336,-0.450904028191438,-0.49235754526702,-0.813510244851635
7458,-1.23269024129388,1.28324212288399,1.00715609784453,0.628105272993657,0.318694396748873,-0.91634093298326,-0.0761204871081418,-0.117721457513509,-0.0453510259599526
7430,-0.166279357161637,1.97306995597227,1.30052339532184,0.697373309563934,0.601052515883733,-0.81007617858609,0.70521119210183,-0.296451332517548,0.0317404768175136
994,-1.53888684271507,0.45791669745536,0.273132555425402,0.136144329817959,-0.216904992994278,-0.1812933671384,0.679923864149675,0.00548971554356825,1.40377779498773
4792,-0.533546907577966,0.804501668732735,0.781996291008765,0.407014310417351,-0.240678420324748,-2.28216076454591,-0.105961686774949,-0.529945793658223,-0.105842625380336
7124,-0.215990971939738,0.859416015517298,0.148208939006742,0.419621238224384,0.327645810992834,-0.86532608051926,0.14017087827986,0.0249740788087314,-0.44695727051283
64781,-0.583113534464091,1.215197235898,0.235893522959085,-0.0170129217360815,-0.35198379683093,-0.142566032657545,0.20787669319054,-0.0630736831137071,-0.246762838841075
7852,-0.932696546403418,1.56167181378211,1.26023704481945,0.667835226793472,0.472217360123109,-0.785340512667467,0.315178986709366,0.0920171164330146,0.466048230684452
10724,-1.48922380597473,0.914489880029477,0.625843037058696,0.36474579766369,0.519914143781278,-0.146381969162364,0.0268543724516395,-0.17292228743734,0.0100354689382254
6275,-0.797981714488156,0.92158092827817,0.782786368938197,0.0907616516849492,-0.0558577975894172,0.0608698380006025,0.00874858279696689,-0.387583623559651,0.0137393464258277
9414,0.153074148802595,-1.73966261861616,-0.917599427950729,0.0148038327816113,-0.366344655714688,-0.357107647586806,-0.569567651226766,-0.557630087118904,0.175306080732476
29123,0.692540902324247,-1.76142561047508,-0.772275282232622,-0.45703088864833,-0.670683009362339,0.0216574526408504,-0.451417905228913,-0.622652393937154,-0.779967021688899
29078,0.000354718460915393,-2.15319615900975,-1.55443295454653,-0.515103273581982,-0.557996516148158,-0.250943276716567,-0.810910475398924,-0.465332381721252,-0.478648140783921
3575,-0.95983345729539,1.26694244718902,0.403010093155523,0.148084960450487,0.0459466258423174,0.2415308688802,-0.392340498979667,0.106301756571449,0.255534766573925
51056,0.697432185600792,-1.84032271108857,-0.928995760470733,-0.0821899097642795,0.133828157224409,0.399516957133061,0.380445295887817,-0.354715777042943,-1.29804654399707
58526,0.553655959168051,-2.01031980612276,-1.03123400894392,-0.619871783753491,-0.144342848447974,0.100432004437776,-0.257161109044586,-0.383735621914292,-0.464902415230355
9883,-0.822994876693649,1.28011786298153,1.12719433703775,0.754485350737332,0.341184772119199,-0.540732734108119,0.27711650544002,-0.0969665866603169,0.41863753510854
9584,-0.50721529155115,1.54843990109015,1.06711465260886,0.653036231146015,0.198788767895055,-0.929935581133407,0.0297291153214534,-0.225125242209144,-0.12355645764567
4929,0.2579888623486,1.85022868168842,1.12996887990377,1.08586037427892,0.183689883844168,-1.35614271154489,0.770264459322743,0.758554427723162,1.31610224652527
6156,-1.1018211431697,1.3650987829991,0.862641346719531,0.347180207174702,0.292061919412959,-0.522365339095085,-0.170737317546696,-0.137739090870779,0.1386172280891
5720,-1.15549919015884,0.84381012926074,0.852291867043752,0.208745237197084,0.164287320017033,-0.0372277222286801,0.158233939028545,-0.0941735971913538,0.442957832915049
1387,-1.38476419017241,0.596940940730789,0.625615030274492,0.216998275780199,-0.104169506350866,-1.05419232733749,0.184010889916896,-0.0292542806554028,0.0306752838648503
2533,-1.15956310282261,0.743526518201086,0.463942941228763,0.0597418707755377,-0.117432753327718,-0.247580815455348,0.328828727877005,-0.240973186893777,0.588825119996293
79882,0.0393075990740144,-2.19233295235771,-1.43516791731015,-0.248740609357954,-0.436520888041997,-0.163560669295114,1.86851396067539,2.7832389057795,0.767826254634416
567,-1.10334021573251,1.01819600780808,0.84914155692343,0.484853205077586,0.477491977704004,0.231498508352034,-0.647995689947356,-0.437741551609962,-0.0245257414306153
5788,-0.940151176561506,1.3425782935559,0.906506999797281,0.261543262806875,0.33056679139657,-0.300560733876836,1.79432753552563,0.336364928768459,1.12749071665474
7538,-0.693715609660337,1.21664855118105,1.05342266113975,0.833600025277786,0.322614369992575,-1.70197018671967,-0.540119832193684,-0.667081608183761,-0.367507560804285
6191,-0.897495523685279,1.38356033424433,1.10051819843788,0.53028588165733,0.617014564988999,-0.435500257321088,-0.165304959059434,-0.468482439484797,0.0766161181736873
6122,-1.28681411598896,1.14028495501312,0.796965123728905,0.463363643711423,0.308188980091671,-0.444917483036235,0.0164154990251202,0.207714936642711,0.557377633989455
54809,-0.571259250909368,1.37067684057305,0.550956647507651,0.321851360884376,0.297031785031638,0.434736666774449,-0.0892541609893183,-0.0892789474449414,-0.400971320554802
80204,-1.07564909587324,1.2918814925317,1.11546412835119,0.722416556651868,0.588569689993852,-0.648249301058565,0.0336629679833997,0.158874689044261,0.0958014459574752
4049,-0.1747412398694,0.499359670825656,-0.0803869852502244,-0.184654579095598,-0.234699391245178,-0.835326502710612,-0.590217448039519,-0.15685120395154,-1.43870425555268
4069,-0.883348228566249,-0.0117034028408067,0.10397912307884,-0.176215385930974,-0.858781987583908,-1.25929401538824,1.36649476569134,0.378609577441297,1.42666970824374
3458,-0.164686875774963,1.44016981196047,1.02434887708959,1.01510576067147,0.782637220599371,-0.54174190807519,0.0491022868415261,-0.191604727698632,0.218443137376399
57018,-0.970538393280988,0.761696911512019,0.995888896342165,0.773636683483158,0.325734465547502,-0.774847990886277,0.297895790918152,0.108948469131648,0.0636564247902021
23451,-1.237674750157,1.01901843492971,0.985392262530021,0.616691685974472,0.295280978801715,-0.737367896075481,0.37438899799554,-0.279776836071108,0.340377823800267
1153,-0.948915429376798,1.48484537514844,1.19317696105946,0.3505331894818,0.339170031802085,-0.568725989409688,-0.93896622300721,-0.964329512036487,-2.73500383814564
7178,-0.281253495541985,-0.225644399310363,-0.255291044882984,1.01789926126272,-0.0525381818924391,-0.311328977784799,0.29074102951696,0.0614359669761395,0.0991273287542729
9452,0.0681851966106928,1.93412142013498,1.0391499911293,0.506545663651944,0.129789788343384,0.134262073772478,-0.0574727809127023,-0.27409718777195,-0.0865703751145253
8880,-0.991053309461252,1.11418657065133,1.05109356282127,0.816782068602621,0.616321034732134,-0.0851830054451694,-0.208168222306679,-0.257932619266139,0.75816693615674
9262,-0.83613339400184,1.44932781775263,1.04855663068644,0.831491597732238,0.237756843557907,-0.881171526260388,-0.487285543977791,-0.556458767045402,-0.223212749120135
28984,-0.403181414040962,0.981168079658763,0.350152724801051,0.794676815802861,0.0723373818626456,-1.39514480848943,-0.369421090213953,-0.374777719830845,0.101905301417675
85363,0.260148938428584,-2.34703490602759,-0.66494094771735,-0.139536179996254,0.00211249888627663,-0.015613463709979,0.0479283022955004,0.0983098528655466,0.113052866502657
55573,-0.840012499552563,1.50813894903609,1.20070426505265,0.914028969061337,0.624821643605086,-0.40700869304412,0.0447818982125288,-0.267062549131399,0.459831244002998
6497,-0.258314847239297,1.33561948553721,0.865727755938026,0.411866912683595,0.251870062524353,-0.367217998531969,0.60736619288226,0.0497246007943586,-0.0815235179543796
10983,-1.20532554481154,0.824686157632407,0.692856713199536,0.357350732538524,0.205368169409402,-0.899684073538006,0.291311900448982,0.25684235243016,0.419119294327651
51762,0.254383259066769,1.86399828664046,0.817025261983889,0.265719109814962,0.033089419035365,-0.367108211203072,0.0135891453476091,-0.280509900850928,-0.188226719572976
7431,-0.886259817372646,1.72154366489791,0.783971615748963,0.359166819311309,0.254967786482117,-0.105285190716303,-0.00107950194643003,-0.0797981929743887,-0.0311337962151743
5042,-0.966527930422938,1.00477696732267,0.748026064486038,0.839121531055275,0.34241323041986,-0.742379751601227,-0.333703246068797,0.127560895541754,0.135191353395275
56829,-0.123025046483913,1.70029809131425,0.517433501215313,0.313335614792784,0.0090680167084356,0.0231996195968618,0.101068608538556,0.170786453300422,-0.255800408933843
23157,-1.15796147684007,0.557989100227055,0.582757507846972,0.496479049602024,0.0633168417973682,-0.580768571936845,0.235035186341058,0.045233833950352,0.209124845092695
6141,-0.925788057496603,1.22385475524021,1.14880862093843,0.562710956273843,0.423048900651088,-0.343300851578588,0.719438450445198,0.45415005941123,1.42722060518908
5603,0.460938176028131,-0.995440199433561,-0.657414958003613,0.267549918973874,0.260597573505056,0.138598602284207,0.87841230969393,0.000380250657137537,0.250658005834265
6136,-0.793672300603538,1.48085801737596,1.00501985067405,0.0783259664251759,0.280526409433872,-0.406631551780556,-0.0232357986266738,-0.585842826593712,0.127880218429485
11221,-0.0404788658455439,0.969911037097374,0.77360848491892,0.669202672137775,0.397385353625912,-0.545402598370823,-0.340673379759819,-0.313720459408257,-0.103257024549624
301,-0.800169728711533,1.39951181761951,0.837099812427987,0.713513135353565,0.439530642692755,0.0495334727363392,0.846895266275139,0.305027521418484,1.39811758746431
10627,-0.975876289566679,0.673100312603978,0.247922319196628,-0.0226855866330125,-0.303561107699812,0.399907920092662,-0.0616311821116717,-0.64703873313507,0.0944811840609265
3437,0.0287929979825572,0.587147238293321,-0.0227985671401125,0.265241983258928,0.42227270547672,-0.166764659429846,-0.287606245348424,-0.243081248722498,-0.376976252770323
10772,0.397992193092435,-1.82660308688737,-0.238820510617357,-0.315606974807304,0.386942799061536,0.338179012430766,-0.346686987102034,-0.768528440790507,-1.01142253533741
79980,0.401809430993676,-1.67851960764448,-0.905151932314604,-0.00359387018917889,-0.079061104836514,0.324444784961947,-0.814593870331776,-0.331717114127922,0.00881249534724482
3434,0.189563210250675,0.349751793031532,-0.108463950522078,0.244177103163697,0.359331358603239,-0.128622609377511,0.732597873502975,0.270742607197534,0.11243274928645
3008,-0.134880037270543,1.52754296447225,1.22866375402784,0.535136231542639,0.596013102778372,0.471506456366367,-0.486412380673343,-0.495548890443356,0.0893798812459128
147339,-0.779627745676698,-1.63953323830792,-0.528532549354568,-0.433781257164474,-0.0775348622840353,-0.446012258512511,-0.193486406352321,-0.148092953998439,-0.0603226316814709
10651,0.411872530856021,-1.98226785208796,-1.04901262862364,-0.899200645277242,-0.434577445838871,-0.0860739704832678,-0.260074798866258,-0.341637116788951,-0.120991732197609
23062,-0.169579789981775,1.57183160001765,1.29859293865098,0.503280115893368,0.497250933564856,-0.30964284254943,0.00420504341171934,0.0256996154406597,0.138680631230913
7456,-0.713182806251154,1.03169864708355,0.537580111261521,0.219922966840051,0.189302399160674,0.0392033377901591,-0.477012055890095,-0.620913728092612,-0.76714505812113
6129,-1.18668755802594,0.885582227696492,0.863572032306022,0.822515514286856,0.401796620338464,-0.425983893188517,-0.281461148076961,-0.23759161998826,-0.089112216058723
6206,-0.762063225702674,1.21252190378619,0.798661531576659,-0.32538374845513,-0.176758844570992,-0.700063192558257,-0.0457108463104685,-0.198716402473348,-0.0705620442935508
9695,0.429483514050839,-1.62409621117017,-0.905871251100837,-0.0509428664151095,0.137523802734876,0.00877663681752594,0.116247167556714,-0.049720102057222,-0.0283078989078227
54205,-0.358013754613408,1.4076200037095,1.05465485876207,1.06946624366838,0.373586456529233,-0.913505456481974,-0.265120937166577,-0.481239643905372,-1.57919033542166
25939,-0.846964082479826,0.720435013007025,0.321072068157736,0.165878729836291,-0.417107823468482,0.230220626335023,-0.150209413754752,0.0647866862068369,1.46536718374031
4154,-1.03011074924996,0.940061176219346,0.746164999423661,0.728853077240165,0.276204217351132,-0.360982692719889,0.0696167165239015,-0.330249810104118,0.0711796912851979
1654,-0.751976540461948,1.34245690685798,0.759177426133171,0.828090178521904,0.213627079256598,-1.35325264118869,-0.15838026782342,-0.1636965639139,-0.00497738887692201
2309,0.614963943829251,-1.52596449257883,-0.709274168858309,0.0174264172647014,0.265142907777936,0.212047182490869,0.703502114995713,0.455765724036747,-0.0911082541991064
7529,-0.276842611402259,0.989208929596408,0.172684721047231,-0.00540529988572658,-0.15115944650263,0.839399818508336,-1.43879899128454,-1.21147299509877,-0.815165530897188
5996,-0.19274047677531,1.35697487563122,1.12543092514148,0.905454367991556,0.201202106801085,-0.886606726118854,0.18244697465884,0.0892464601328804,0.662571182447126
972,-0.731321286701737,1.08978320942172,1.19086176058773,0.514610568590705,0.377984423277672,-0.0354009098029282,0.318463386376924,-0.0121610753031316,0.407349321951275
5478,-1.13728410909515,0.799908738772445,0.870715969385222,0.592970477079427,0.40248786420688,-0.033029191968768,-0.22454458211476,-0.171807112730979,-0.174510908507076
3482,-0.867298338105574,1.32941121817483,0.391154402191733,0.0915189351823065,-0.0399415244012422,0.0298451997837814,0.419988823760534,-0.0988574716051325,0.0884994585941463
2534,-0.302451402650925,1.88272218606918,1.49771919655385,0.836661653667087,0.914740068047608,-0.174806935060714,0.534900238223335,0.0355600002342751,0.0658281411630721
975,-0.30086575552324,1.79444450361845,1.05171081684284,0.50309112801459,0.290247672052157,0.524078421645312,-0.182866734591073,-0.0506434014048391,0.203546430730064
960,-0.573812927421534,1.43747781953269,0.490725142541153,0.287697018054351,0.00840621070231595,0.182937792008055,-0.153016678207408,-0.507620286480606,0.389056147199439
29092,0.298417253405342,-1.74194549166099,-0.361242735996887,-0.486150279089027,0.325036247754342,0.275472086909533,0.39097648322151,0.0731190910842319,0.306372405677518
1968,-1.12060819053733,0.990492642147085,0.621003282657128,0.32905157611827,0.00133334927028983,-0.63162594106615,0.00492088399880863,0.218127179063242,0.308199758651588
6430,-0.956094685614866,0.830688953266329,0.892303421525981,0.80950449510583,0.540672162323984,-0.400275969135336,0.328608573024426,0.260360466938888,1.50053518452303
64061,-0.152277534583092,1.46236759560204,0.827032241148026,0.493564129078495,0.0622713871304743,-0.867747924447853,-0.315705607455771,-0.139256122119985,-0.332430375585725
1656,-0.792960870468155,1.42849593294565,1.14653520883719,0.736915286020839,0.349852974609975,-0.556844636713548,-0.508503813799367,-0.551365296541892,-0.352430527183918
29957,0.221977539178685,-1.59566204383859,-1.14700310873402,-0.343459436329851,-0.739318044644073,0.0210158452748006,0.393120190804149,-0.297614884607963,0.485134681838074
51755,-0.854412976153753,1.30090685939004,1.20087984257176,0.545562058736372,0.382663052765589,-0.525800280450251,0.0614669320957164,-0.0729490423832857,0.33546628939179
9802,-1.24538179693506,0.891972692721801,0.704290800206922,0.319777190850765,0.098523461184314,-0.405858667564658,0.17276454029179,0.0284005575270498,0.189016483275708
57515,-0.592045118208957,1.41639119441246,1.14535632940976,0.870902012028065,0.344878794904978,-0.480324535385749,-0.612113415447208,-0.404740404573749,-0.42896567213006
1843,-1.01221911653922,0.966021966388654,0.768639265438788,0.519748234839264,0.135465556693498,-2.63926559976601,0.0486327142702541,0.0100799354578296,-0.157199739775307
54971,0.388967227373775,-1.82521276307545,-0.216716635964389,-0.386704997872485,0.367593507886968,0.296590450760262,0.205767845444386,0.144703703792706,0.421897442054716
3003,-0.325003490541607,0.907755285376574,0.497275025447029,-0.0177620927561604,-0.238418966599581,0.68544279124296,0.0306886350975502,0.324551989671273,-0.214397892841952
8530,-0.289290069690188,1.5349773444698,1.22757408738562,0.845878559300367,0.925719783969848,0.581623489748376,0.0500349915775367,0.202162167514836,0.275360238091845
54407,-0.27848977127261,1.84642431243246,0.68713949632503,0.605138469410437,0.153437341675303,-0.555574996585231,0.00790194104715347,-0.150248482378142,0.0451873906136999
59307,0.419223936382901,-1.63835584219244,-0.62476555341946,0.0245487264918065,0.0906683923930593,0.0515030457802936,0.0546196599423441,0.160486202244644,0.987221460815594
5527,-0.587031532778549,1.4829661991528,1.10753865533735,0.665704145163272,0.436057110302615,-0.283740529596487,0.156805955251055,-0.136150789376757,0.731475628774286
5110,-0.00639621025118409,0.347100586254535,-0.0451046487799021,-0.291336699840312,-0.164323533164224,0.807103409136665,-0.315508841569613,-0.57637397322593,-0.260084907615873
7750,-0.875211028030551,1.29099511435995,0.617863094732993,0.525660329169801,0.285181310512701,-0.530071733926151,-0.183057382401623,-0.0441307529172406,-0.269664609026273
80230,0.58241884384432,-1.58403688662589,-0.961978731742674,-0.274096498706635,0.0326595450986069,0.217635418529243,1.28686440946428,1.70893206778841,2.51555984779915
25777,-1.12204998878742,0.797488679198329,0.524084251420874,0.055910204068427,-0.0255708041430189,0.0275031487274458,2.40084201312988,0.646133833872693,1.77198821236998
9595,-0.62357005413952,1.61349954991553,0.99324009493125,0.778364983271467,0.290918896666431,-0.30662197219397,-0.172683080336498,-0.394747597745496,0.0857819213717495
51366,0.0345040545031576,-2.19019570245185,-1.15665893437175,-0.0836691098997342,-0.31827687323738,-0.134773221914823,0.0162796048736773,-0.183739869718677,-0.0995939487745634
56672,0.274969158436777,-2.027426789101,-1.33390926555417,-0.313473468357609,-0.486719645744709,-0.00610928130361366,-0.0390678205811703,-0.0335944526545973,0.861118568878641
7763,-0.808865854407455,1.45452290680109,1.01660823625193,0.645515842092022,0.362167019622063,-0.494891376921586,-0.0950723155653339,0.0201817758257121,0.0157209541124947
1105,0.195711989326803,1.2685517383939,0.790207525654887,0.476095745022677,0.0862409687883083,-0.621969072652779,-0.17431120365316,-0.170210662455044,-1.17375116607646
427,0.478373786547842,-1.28845374128787,-0.677432938396327,0.174232008809563,0.157778923988319,0.163127940208215,-0.0708821362429486,-0.148274829956306,-0.49410540632356
55041,0.351749109903457,-1.1701016592155,-0.711469291015897,0.0431193850552987,-0.00482690467003444,0.5738829823283,0.0227082767939208,-0.208838073248481,-0.148569112026248
9168,-1.11348615219624,0.830057038493301,0.598028310498547,0.388452082597052,-0.0401211479171408,-0.285867742466145,0.139538209024588,-0.137242900775284,0.499663138918153
10482,-0.563937744743932,1.40548786422746,0.778426511810452,0.646428490227799,0.342790963535523,-0.501983102699631,0.241898331953173,-0.0548432688731326,-1.03462555084553
51646,-0.280965226959371,1.60964113086196,1.04171209315784,1.12303724093493,0.519798727499659,-0.967831554276146,-0.0265196860114152,0.512409096704216,1.55419526602551
59339,-0.223025909255665,1.72252343272112,1.47044035751476,0.873604004893051,1.07019280303304,-0.0754698099052389,-0.415555406652159,-0.406125370795818,-0.0833152840719649
51361,0.128442286955544,-1.9207164359155,-1.02726002488072,-0.383034538795061,-0.164525103004626,-0.227841778819961,0.209689511285681,-0.0637484991431156,1.04239722508784
54207,0.369098790631091,-1.81609968649139,-1.04931960752872,-0.57713287934479,-0.349034056049604,0.389881900385545,-0.02842625166201,-0.512285666598293,-0.465989928827771
5552,-0.172664210535349,1.83248418019814,1.51823865219366,1.03562641630853,0.68466053740471,-0.475436496220318,-0.1563741192924,-0.14706057074535,0.382280597171714
10657,-1.10391577290867,1.13073868372324,0.816741186068784,0.569648892562435,0.439678645306525,-0.112703431010055,1.02827044321919,0.77687849548829,1.38056314591334
4904,-1.03938480162176,0.98373677998336,0.818189420029666,0.537295301920706,0.281881590455289,-0.617311689042142,0.259759868052585,0.156193755788602,0.869783897352142
6187,-0.786496123721427,1.09891443545842,1.07143282943341,0.185148856007733,0.410370756168509,-0.396037559389521,-0.250589239597408,-0.309824881252807,-0.15799244090381
5903,0.346085028830593,-1.61652386911317,-0.189321123969104,-0.318061363411855,0.369824692858324,0.314088617658938,0.0143108312497509,0.00431027671512307,-0.653292890733912
